a,a.DET:4
should,should.V::g1s:g1p:g2s:g2p:g3s:g3p
shouting,shout.V
shout,shout.V::g1s:g1p:g2s:g2p:g3p
showed,show.V
showing,show.V
shown,show.V
show,show.V::g1s:g1p:g2s:g2p:g3p
shows,show.V::g3s
shrink,shrink.V::g1s:g1p:g2s:g2p:g3p
shut,shut.V::g1s:g1p:g2s:g2p:g3p
shy,shy.V::g1s:g1p:g2s:g2p:g3p
sick,sick.ADJ
side,side.ADV
sides,side.V::g3s
sidetrack,sidetrack.V::g1s:g1p:g2s:g2p:g3p
sight,sight.V::g1s:g1p:g2s:g2p:g3p
signature,signature.N
signed,sign.V
significance,significance.N
significantly,significantly.ADV
significant,significant.ADJ
sign,sign.V::g1s:g1p:g2s:g2p:g3p
signs,sign.V::g3s
silence,silence.V::g1s:g1p:g2s:g2p:g3p
silly,silly.ADV
silver,silver.V::g1s:g1p:g2s:g2p:g3p
similarity,similarity.N
similarly,similarly.ADV
similar,similar.ADJ
simile,simile.N
similes,simile.N
simpler,simple.ADJ
simple,simple.N
simplicity,simplicity.N
simply,simply.ADV
simultaneously,simultaneously.ADV
sincerely,sincerely.ADV
sincere,sincere.ADJ
sincerity,sincerity.N
sine,sine.N
single,single.V::g1s:g1p:g2s:g2p:g3p
singular,singular.N
sinister,sinister.ADJ
sin,sin.V::g1s:g1p:g2s:g2p:g3p
si,si.N
sister,sister.N
sisters,sister.N
site,site.V::g1s:g1p:g2s:g2p:g3p
siting,site.V
sit,sit.V::g1s:g1p:g2s:g2p:g3p
sitting,sit.V
situation,situation.N
six,six.N
sixty,sixty.N
size,size.V::g1s:g1p:g2s:g2p:g3p
sketched,sketch.V
sketches,sketch.V::g3s
sketchy,sketchy.ADJ
skilled,skilled.ADJ
skill,skill.N
skin,skin.V::g1s:g1p:g2s:g2p:g3p
skins,skin.V::g3s
ski,ski.V::g1s:g1p:g2s:g2p:g3p
skunk,skunk.V::g1s:g1p:g2s:g2p:g3p
sky,sky.V::g1s:g1p:g2s:g2p:g3p
slack,slack.V::g1s:g1p:g2s:g2p:g3p
slapdash,slapdash.ADV
sleeping,sleep.V
sleep,sleep.V::g1s:g1p:g2s:g2p:g3p
sleepy,sleepy.ADJ
slept,sleep.V
slightest,slight.ADV
slightly,slightly.ADV
slight,slight.ADV
slip,slip.V::g1s:g1p:g2s:g2p:g3p
slips,slip.V::g3s
slovenly,slovenly.ADV
slowly,slowly.ADV
slowness,slowness.N
slow,slow.ADV
sluggishly,sluggishly.ADV
sluggish,sluggish.ADJ
slumbering,slumber.V
small,small.ADV
smell,smell.V::g1s:g1p:g2s:g2p:g3p
smelt,smell.V
smile,smile.V::g1s:g1p:g2s:g2p:g3p
smiling,smile.V
smoothly,smoothly.ADV
smooth,smooth.ADV
snag,snag.V::g1s:g1p:g2s:g2p:g3p
snags,snag.V::g3s
snobbish,snobbish.ADJ
snore,snore.V::g1s:g1p:g2s:g2p:g3p
snowfalls,snowfall.N
snowing,snow.V
snow,snow.V
soaring,soar.V
sober,sober.V::g1s:g1p:g2s:g2p:g3p
sociable,sociable.N
socialist,socialist.N
social,social.N
society,society.N
sock,sock.V::g1s:g1p:g2s:g2p:g3p
socks,sock.V::g3s
sofar,sofar.N
softening,soften.V
softer,soft.ADV
soft,soft.ADV
soil,soil.V::g1s:g1p:g2s:g2p:g3p
soldier,soldier.V::g1s:g1p:g2s:g2p:g3p
soldiers,soldier.V::g3s
sold,sell.V
sole,sole.V::g1s:g1p:g2s:g2p:g3p
solicitor,solicitor.N
solid,solid.ADV
solitary,solitary.N
solitude,solitude.N
solution,solution.N
solved,solve.V
solve,solve.V::g1s:g1p:g2s:g2p:g3p
solves,solve.V::g3s
somebody,somebody.PRO
someday,someday.ADV
somehow,somehow.ADV
someone,someone.PRO
some,some.PRO
something,something.ADV
sometime,sometime.ADV
sometimes,sometimes.ADV
somewhat,somewhat.ADV
somewhere,somewhere.ADV
sonata,sonata.N
son,son.N
sons,son.N
sooner,soon.ADV
soon,soon.ADV
soothing,soothe.V
sore,sore.ADV
sores,sore.N
sorrows,sorrow.V::g3s
sorry,sorry.ADJ
sort,sort.V::g1s:g1p:g2s:g2p:g3p
sorts,sort.V::g3s
so,so.ADV
soul,soul.N
souls,soul.N
sounded,sound.V
sounding,sound.V
sound,sound.ADV
sounds,sound.V::g3s
soupy,soupy.ADJ
source,source.V::g1s:g1p:g2s:g2p:g3p
sources,source.V::g3s
sour,sour.V::g1s:g1p:g2s:g2p:g3p
southwind,southwind.N
souvenirs,souvenir.N
space,space.V::g1s:g1p:g2s:g2p:g3p
span,span.ADV
spare,spare.V::g1s:g1p:g2s:g2p:g3p
speaking,speak.V
speak,speak.V::g1s:g1p:g2s:g2p:g3p
specialised,specialise.V
specialise,specialise.V::g1s:g1p:g2s:g2p:g3p
specialist,specialist.N
specially,specially.ADV
special,special.N
specimen,specimen.N
speeches,speech.N
speech,speech.N
speeding,speed.V
spelling,spell.V
spell,spell.V::g1s:g1p:g2s:g2p:g3p
spending,spend.V
spend,spend.V::g1s:g1p:g2s:g2p:g3p
spent,spend.V
spilt,spilt.ADJ
spine,spine.N
spinster,spinster.N
spirit,spirit.V::g1s:g1p:g2s:g2p:g3p
spirits,spirit.V::g3s
spiritual,spiritual.N
spite,spite.V::g1s:g1p:g2s:g2p:g3p
splashes,splash.V::g3s
splendid,splendid.ADJ
spoke,speak.V
sponging,sponge.V
spot,spot.V::g1s:g1p:g2s:g2p:g3p
spots,spot.V::g3s
spreading,spread.V
spring,spring.V::g1s:g1p:g2s:g2p:g3p
square,square.ADV
squeeze,squeeze.V::g1s:g1p:g2s:g2p:g3p
stabilize,stabilize.V::g1s:g1p:g2s:g2p:g3p
stage,stage.V::g1s:g1p:g2s:g2p:g3p
stairs,stair.N
stale,stale.V::g1s:g1p:g2s:g2p:g3p
stamping,stamp.V
stamps,stamp.V::g3s
stamp,stamp.V::g1s:g1p:g2s:g2p:g3p
standard,standard.N
standing,stand.V
stands,stand.V::g3s
stand,stand.V::g1s:g1p:g2s:g2p:g3p
stark,stark.ADV
star,star.V::g1s:g1p:g2s:g2p:g3p
started,start.V
starts,start.V::g3s
start,start.V::g1s:g1p:g2s:g2p:g3p
statements,statement.N
statement,statement.N
states,state.V::g3s
state,state.V::g1s:g1p:g2s:g2p:g3p
stating,state.V
station,station.V::g1s:g1p:g2s:g2p:g3p
statues,statue.N
statue,statue.N
status,status.N
stayed,stay.V
staying,stay.V
stays,stay.V::g3s
stay,stay.V::g1s:g1p:g2s:g2p:g3p
steadily,steadily.ADV
steady,steady.ADV
steamer,steamer.N
steep,steep.V::g1s:g1p:g2s:g2p:g3p
steps,step.V::g3s
step,step.V::g1s:g1p:g2s:g2p:g3p
sterile,sterile.ADJ
sterility,sterility.N
stets,stet.V::g3s
sticking,stick.V
stick,stick.V::g1s:g1p:g2s:g2p:g3p
stiff,stiff.ADV
stile,stile.N
still,still.ADV
stimulates,stimulate.V::g3s
stinks,stink.V::g3s
stipend,stipend.N
stirring,stir.V
stomach,stomach.V::g1s:g1p:g2s:g2p:g3p
stone,stone.V::g1s:g1p:g2s:g2p:g3p
stood,stand.V
stopped,stop.V
stopper,stopper.V::g1s:g1p:g2s:g2p:g3p
stop,stop.V::g1s:g1p:g2s:g2p:g3p
store,store.V::g1s:g1p:g2s:g2p:g3p
stories,story.V::g3s
storm,storm.V
story,story.V::g1s:g1p:g2s:g2p:g3p
straightaway,straightaway.ADV
straight,straight.ADV
strained,strain.V
strains,strain.V::g3s
strain,strain.V::g1s:g1p:g2s:g2p:g3p
stranger,stranger.N
strange,strange.ADJ
streets,street.N
street,street.N
strength,strength.N
strenuous,strenuous.ADJ
stresses,stress.V::g3s
stress,stress.V::g1s:g1p:g2s:g2p:g3p
strictly,strictly.ADV
strike,strike.V::g1s:g1p:g2s:g2p:g3p
striking,strike.V
stringed,stringed.ADJ
string,string.V::g1s:g1p:g2s:g2p:g3p
stroke,stroke.V::g1s:g1p:g2s:g2p:g3p
strolling,stroll.V
strolls,stroll.V::g3s
stronger,strong.ADJ
strongly,strongly.ADV
strong,strong.ADV
struck,strike.V
structure,structure.V::g1s:g1p:g2s:g2p:g3p
struggle,struggle.V::g1s:g1p:g2s:g2p:g3p
stuck,stick.V
students,student.N
student,student.N
studied,study.V
studies,study.V::g3s
studying,study.V
study,study.V::g1s:g1p:g2s:g2p:g3p
stuff,stuff.V::g1s:g1p:g2s:g2p:g3p
stuffy,stuffy.ADJ
stumbles,stumble.V::g3s
stumble,stumble.V::g1s:g1p:g2s:g2p:g3p
stupidity,stupidity.N
stupidly,stupidly.ADV
stupid,stupid.N
style,style.V::g1s:g1p:g2s:g2p:g3p
subjected,subject.V
subjects,subject.V::g3s
subject,subject.V::g1s:g1p:g2s:g2p:g3p
submit,submit.V::g1s:g1p:g2s:g2p:g3p
submitted,submit.V
subsidiary,subsidiary.N
subsists,subsist.V::g3s
substantial,substantial.N
substantive,substantive.N
substituted,substitute.V
substitute,substitute.V::g1s:g1p:g2s:g2p:g3p
substituting,substitute.V
substitution,substitution.N
sub,sub.V::g1s:g1p:g2s:g2p:g3p
subtle,subtle.ADJ
subtract,subtract.V::g1s:g1p:g2s:g2p:g3p
subvention,subvention.N
succeeded,succeed.V
succeed,succeed.V::g1s:g1p:g2s:g2p:g3p
successfully,successfully.ADV
successful,successful.ADJ
succession,succession.N
success,success.N
such,such.PRO
suddenly,suddenly.ADV
suffered,suffer.V
sufferings,suffering.N
suffering,suffer.V
suffer,suffer.V::g1s:g1p:g2s:g2p:g3p
suffice,suffice.V::g1s:g1p:g2s:g2p:g3p
sufficiently,sufficiently.ADV
sufficient,sufficient.ADJ
suffix,suffix.V::g1s:g1p:g2s:g2p:g3p
sugared,sugar.V
suggested,suggest.V
suggesting,suggest.V
suggestions,suggestion.N
suggestion,suggestion.N
suggest,suggest.V::g1s:g1p:g2s:g2p:g3p
suitable,suitable.ADJ
suited,suit.V
suite,suite.N
suits,suit.V::g3s
suit,suit.V::g1s:g1p:g2s:g2p:g3p
sulky,sulky.N
summer,summer.V::g1s:g1p:g2s:g2p:g3p
summoned,summon.V
sum,sum.V::g1s:g1p:g2s:g2p:g3p
sunshine,sunshine.N
sun,sun.V::g1s:g1p:g2s:g2p:g3p
sunt,sunt.N
superb,superb.ADJ
superficial,superficial.ADJ
superfluous,superfluous.ADJ
superior,superior.N
superstitions,superstition.N
superstition,superstition.N
supervises,supervise.V::g3s
supervisor,supervisor.N
supper,supper.N
supplements,supplement.V::g3s
supplement,supplement.V::g1s:g1p:g2s:g2p:g3p
supplied,supply.V
supplies,supply.V::g3s
supposed,suppose.V
suppose,suppose.V::g1s:g1p:g2s:g2p:g3p
supposition,supposition.N
suppress,suppress.V::g1s:g1p:g2s:g2p:g3p
supra,supra.ADV
surely,surely.ADV
sure,sure.ADV
surface,surface.V::g1s:g1p:g2s:g2p:g3p
surpassed,surpass.V
surprised,surprise.V
surprise,surprise.V::g1s:g1p:g2s:g2p:g3p
surprising,surprise.V
surrounded,surround.V
surroundings,surroundings.N
surrounding,surround.V
survey,survey.V::g1s:g1p:g2s:g2p:g3p
survive,survive.V::g1s:g1p:g2s:g2p:g3p
suspected,suspect.V
suspect,suspect.V::g1s:g1p:g2s:g2p:g3p
suspend,suspend.V::g1s:g1p:g2s:g2p:g3p
suspicion,suspicion.N
suspicious,suspicious.ADJ
sustained,sustain.V
swear,swear.V::g1s:g1p:g2s:g2p:g3p
sweep,sweep.V::g1s:g1p:g2s:g2p:g3p
sweeten,sweeten.V::g1s:g1p:g2s:g2p:g3p
sweetest,sweet.ADJ
sweet,sweet.ADV
swindle,swindle.V::g1s:g1p:g2s:g2p:g3p
syllogistic,syllogistic.ADJ
symbolic,symbolic.ADJ
symbolised,symbolise.V
symbolising,symbolise.V
symbolisms,symbolism.N
symbolism,symbolism.N
symbolized,symbolize.V
symbolizing,symbolize.V
symbols,symbol.V::g3s
symbol,symbol.V::g1s:g1p:g2s:g2p:g3p
sympathise,sympathise.V::g1s:g1p:g2s:g2p:g3p
sympathy,sympathy.N
symphony,symphony.N
symptoms,symptom.N
symptom,symptom.N
synonymous,synonymous.ADJ
synopsis,synopsis.N
syntactically,syntactically.ADV
syntax,syntax.N
system,system.N
table,table.V::g1s:g1p:g2s:g2p:g3p
tablets,tablet.N
tablet,tablet.N
tackles,tackle.V::g3s
tail,tail.V::g1s:g1p:g2s:g2p:g3p
taken,take.V
takes,take.V::g3s
take,take.V::g1s:g1p:g2s:g2p:g3p
taking,take.V
talented,talented.ADJ
talent,talent.N
taler,taler.N
tales,tale.N
tale,tale.N
talked,talk.V
talking,talk.V
talks,talk.V::g3s
talk,talk.V::g1s:g1p:g2s:g2p:g3p
tallied,tally.V
tall,tall.ADV
tam,tam.N
tanked,tank.V
tape,tape.V::g1s:g1p:g2s:g2p:g3p
task,task.V::g1s:g1p:g2s:g2p:g3p
tassels,tassel.V::g3s
taste,taste.V::g1s:g1p:g2s:g2p:g3p
ta,ta.N
tat,tat.V::g1s:g1p:g2s:g2p:g3p
tautologies,tautology.N
tautologous,tautologous.ADJ
tautology,tautology.N
taxi,taxi.V::g1s:g1p:g2s:g2p:g3p
teacher,teacher.N
teaches,teach.V::g3s
teaching,teach.V
teach,teach.V::g1s:g1p:g2s:g2p:g3p
teacups,teacup.N
tea,tea.N
teatime,teatime.N
technical,technical.ADJ
technique,technique.N
tedious,tedious.ADJ
ted,ted.V::g1s:g1p:g2s:g2p:g3p
teeth,tooth.N
telegram,telegram.V::g1s:g1p:g2s:g2p:g3p
telling,tell.V
tells,tell.V::g3s
tell,tell.V::g1s:g1p:g2s:g2p:g3p
temperament,temperament.N
tempered,temper.V
temper,temper.V::g1s:g1p:g2s:g2p:g3p
temporary,temporary.N
temptations,temptation.N
temptation,temptation.N
tempted,tempt.V
tendencies,tendency.N
tendency,tendency.N
tendered,tender.V
tends,tend.V::g3s
tend,tend.V::g1s:g1p:g2s:g2p:g3p
ten,ten.N
terminology,terminology.N
terms,term.V::g3s
term,term.V::g1s:g1p:g2s:g2p:g3p
termtime,termtime.N
terra,terra.N
terrible,terrible.ADJ
terribly,terribly.ADV
terrific,terrific.ADJ
terrifying,terrify.V
test,test.V::g1s:g1p:g2s:g2p:g3p
text,text.N
thanked,thank.V
thankful,thankful.ADJ
thanking,thank.V
thankless,thankless.ADJ
thanks,thank.V::g3s
thank,thank.V::g1s:g1p:g2s:g2p:g3p
that,that.ADV
theater,theater.N
theft,theft.N
their,their.ADJ
themselves,themselves.PRO
them,them.PRO
then,then.ADV
theoretically,theoretically.ADV
theories,theory.N
theory,theory.N
thereby,thereby.ADV
therefore,therefore.ADV
therefor,therefor.ADV
there,there.PRO
thereto,thereto.ADV
these,these.PRO
thesis,thesis.N
the,the.ADV
they,they.PRO
thick,thick.ADV
things,thing.N
thing,thing.N
thinkable,thinkable.ADJ
thinker,thinker.N
thinking,think.V
thinks,think.V::g3s
think,think.V::g1s:g1p:g2s:g2p:g3p
thin,thin.ADV
third,third.ADV
this,this.PRO
thoroughly,thoroughly.ADV
thoroughness,thoroughness.N
thorough,thorough.ADJ
those,those.PRO
tho,tho.ADV
though,though.ADV
thoughts,thought.N
thought,think.V
thrashing,thrash.V
thrash,thrash.V::g1s:g1p:g2s:g2p:g3p
thread,thread.V::g1s:g1p:g2s:g2p:g3p
threatens,threaten.V::g3s
three,three.N
thrilling,thrill.V
throat,throat.V::g1s:g1p:g2s:g2p:g3p
throughout,throughout.ADV
through,through.ADV
throwing,throw.V
thrown,throw.V
throw,throw.V::g1s:g1p:g2s:g2p:g3p
thunderstorm,thunderstorm.N
thunder,thunder.V::g1s:g1p:g2s:g2p:g3p
thus,thus.ADV
tickets,ticket.V::g3s
ticket,ticket.V::g1s:g1p:g2s:g2p:g3p
tight,tight.ADV
tiki,tiki.N
til,til.N
timetable,timetable.N
time,time.V::g1s:g1p:g2s:g2p:g3p
timid,timid.ADJ
ting,ting.V::g1s:g1p:g2s:g2p:g3p
tin,tin.V::g1s:g1p:g2s:g2p:g3p
tints,tint.V::g3s
tiny,tiny.ADJ
tiredness,tiredness.N
tired,tire.V
tiresome,tiresome.ADJ
tire,tire.V::g1s:g1p:g2s:g2p:g3p
title,title.V::g1s:g1p:g2s:g2p:g3p
tobacco,tobacco.N
today,today.ADV
together,together.ADV
told,tell.V
tolerable,tolerable.ADJ
tolerably,tolerably.ADV
tomorrow,tomorrow.ADV
tone,tone.V::g1s:g1p:g2s:g2p:g3p
tonight,tonight.ADV
tons,ton.N
ton,ton.N
took,take.V
toothache,toothache.N
too,too.ADV
topics,topic.N
topic,topic.N
top,top.V::g1s:g1p:g2s:g2p:g3p
tore,tear.V
total,total.ADV
to,to.ADV
tot,tot.V::g1s:g1p:g2s:g2p:g3p
touches,touch.V::g3s
touch,touch.V::g1s:g1p:g2s:g2p:g3p
tourist,tourist.N
tours,tour.V::g3s
tour,tour.V::g1s:g1p:g2s:g2p:g3p
tout,tout.V::g1s:g1p:g2s:g2p:g3p
town,town.N
traced,trace.V
trace,trace.V::g1s:g1p:g2s:g2p:g3p
track,track.V::g1s:g1p:g2s:g2p:g3p
traditional,traditional.ADJ
tragedy,tragedy.N
training,train.V
trains,train.V::g3s
train,train.V::g1s:g1p:g2s:g2p:g3p
tram,tram.V::g1s:g1p:g2s:g2p:g3p
transitive,transitive.ADJ
transit,transit.V::g1s:g1p:g2s:g2p:g3p
translated,translate.V
translates,translate.V::g3s
translate,translate.V::g1s:g1p:g2s:g2p:g3p
translations,translation.N
translation,translation.N
translators,translator.N
translator,translator.N
transmitted,transmit.V
transposition,transposition.N
traveling,travel.V
travelled,travel.V
travelling,travel.V
travel,travel.V::g1s:g1p:g2s:g2p:g3p
travesty,travesty.V::g1s:g1p:g2s:g2p:g3p
treasured,treasure.V
treated,treat.V
treatment,treatment.N
treat,treat.V::g1s:g1p:g2s:g2p:g3p
tremendously,tremendously.ADV
tremendous,tremendous.ADJ
trials,trial.N
triangle,triangle.N
tribes,tribe.N
tribe,tribe.N
tribulation,tribulation.N
trick,trick.V::g1s:g1p:g2s:g2p:g3p
tried,try.V
tries,try.V::g3s
trip,trip.V::g1s:g1p:g2s:g2p:g3p
triumphant,triumphant.ADJ
triumph,triumph.V::g1s:g1p:g2s:g2p:g3p
trivial,trivial.ADJ
trot,trot.V::g1s:g1p:g2s:g2p:g3p
troubled,trouble.V
troublesome,troublesome.ADJ
troubles,trouble.V::g3s
trouble,trouble.V::g1s:g1p:g2s:g2p:g3p
truce,truce.V::g1s:g1p:g2s:g2p:g3p
true,true.ADV
truly,truly.ADV
trunks,trunk.N
trusted,trust.V
trust,trust.V::g1s:g1p:g2s:g2p:g3p
truth,truth.N
trying,try.V
try,try.V::g1s:g1p:g2s:g2p:g3p
ts,t.N
tube,tube.N
tuneful,tuneful.ADJ
tun,tun.N
turf,turf.V::g1s:g1p:g2s:g2p:g3p
turkish,turkish.N
turmoil,turmoil.N
turned,turn.V
turning,turn.V
turns,turn.V::g3s
turn,turn.V::g1s:g1p:g2s:g2p:g3p
tutor,tutor.V::g1s:g1p:g2s:g2p:g3p
twice,twice.ADV
twig,twig.V::g1s:g1p:g2s:g2p:g3p
twopence,twopence.N
two,two.N
typed,type.V
typescript,typescript.N
types,type.V::g3s
type,type.V::g1s:g1p:g2s:g2p:g3p
typewriter,typewriter.N
typewritten,typewrite.V
typical,typical.ADJ
typing,type.V
typists,typist.N
typist,typist.N
ultima,ultima.N
unable,unable.ADJ
unassailable,unassailable.ADJ
unattractive,unattractive.ADJ
unavoidable,unavoidable.ADJ
unbelievable,unbelievable.ADJ
uncertain,uncertain.ADJ
unchanged,unchange.V
unclear,unclear.ADJ
uncomfortable,uncomfortable.ADJ
unconditional,unconditional.ADJ
uncorrected,uncorrected.ADJ
uncovering,uncover.V
underfed,underfeed.V
undergraduate,undergraduate.N
underlined,underline.V
underline,underline.V::g1s:g1p:g2s:g2p:g3p
underlining,underline.V
understanding,understand.V
understand,understand.V::g1s:g1p:g2s:g2p:g3p
understated,understate.V
understood,understand.V
undertone,undertone.N
undesirable,undesirable.N
undisturbed,undisturbed.ADJ
undoubtedly,undoubtedly.ADV
uneasy,uneasy.ADV
unemployed,unemployed.ADJ
unessential,unessential.ADJ
une,une.N
unexpectedly,unexpectedly.ADV
unexpected,unexpected.ADJ
unfair,unfair.ADJ
unfeasible,unfeasible.ADJ
unfold,unfold.V::g1s:g1p:g2s:g2p:g3p
unfortunately,unfortunately.ADV
unfounded,unfounded.ADJ
unfriendliness,unfriendliness.N
unfriendly,unfriendly.ADJ
ungrateful,ungrateful.ADJ
ungrounded,ungrounded.ADJ
unhappiness,unhappiness.N
unhurried,unhurried.ADJ
uniformity,uniformity.N
uniform,uniform.V::g1s:g1p:g2s:g2p:g3p
uninspired,uninspired.ADJ
unintelligible,unintelligible.ADJ
unintentionally,unintentionally.ADV
uninteresting,uninteresting.ADJ
unique,unique.ADJ
unit,unit.N
universe,universe.N
university,university.N
unjustifiably,unjustifiably.ADV
unkind,unkind.ADJ
unknown,unknown.N
unlikely,unlikely.ADJ
unmoral,unmoral.ADJ
unnatural,unnatural.ADJ
unnecessarily,unnecessarily.ADV
unnecessary,unnecessary.ADJ
unpack,unpack.V::g1s:g1p:g2s:g2p:g3p
unpaid,unpaid.ADJ
unpleasant,unpleasant.ADJ
unregistered,unregistered.ADJ
unreliable,unreliable.ADJ
unrest,unrest.N
unsatisfactory,unsatisfactory.ADJ
untruth,untruth.N
unusual,unusual.ADJ
unwise,unwise.ADJ
upkeep,upkeep.N
upon,upon.ADV
upright,upright.N
uproot,uproot.V::g1s:g1p:g2s:g2p:g3p
upsets,upset.V::g3s
upset,upset.V::g1s:g1p:g2s:g2p:g3p
ups,up.V::g3s
up,up.ADV
urgently,urgently.ADV
urgent,urgent.ADJ
urge,urge.V::g1s:g1p:g2s:g2p:g3p
used,use.V
useful,useful.ADJ
useless,useless.ADJ
uses,use.V::g3s
use,use.V::g1s:g1p:g2s:g2p:g3p
using,use.V
usually,usually.ADV
usual,usual.N
us,us.PRO
utmost,utmost.N
utterly,utterly.ADV
utter,utter.V::g1s:g1p:g2s:g2p:g3p
ut,ut.N
vacant,vacant.ADJ
vacations,vacation.V::g3s
vacation,vacation.V::g1s:g1p:g2s:g2p:g3p
vacuum,vacuum.V::g1s:g1p:g2s:g2p:g3p
vaguely,vaguely.ADV
vague,vague.ADJ
vain,vain.ADJ
valid,valid.ADJ
valuable,valuable.N
values,value.V::g3s
value,value.V::g1s:g1p:g2s:g2p:g3p
vanished,vanish.V
vanish,vanish.V::g1s:g1p:g2s:g2p:g3p
vanity,vanity.N
van,van.N
variables,variable.N
variable,variable.N
variety,variety.N
various,various.ADJ
vary,vary.V::g1s:g1p:g2s:g2p:g3p
vegetating,vegetate.V
verbally,verbally.ADV
verbal,verbal.N
verge,verge.V::g1s:g1p:g2s:g2p:g3p
verses,verse.V::g3s
versions,version.V::g3s
version,version.V::g1s:g1p:g2s:g2p:g3p
vert,vert.N
very,very.ADV
vet,vet.V::g1s:g1p:g2s:g2p:g3p
via,via.ADJ
video,video.V::g1s:g1p:g2s:g2p:g3p
vier,vier.N
views,view.V::g3s
view,view.V::g1s:g1p:g2s:g2p:g3p
vigorously,vigorously.ADV
village,village.N
vindictive,vindictive.ADJ
violence,violence.N
violent,violent.ADJ
virtually,virtually.ADV
visas,visa.V::g3s
visa,visa.V::g1s:g1p:g2s:g2p:g3p
vision,vision.V::g1s:g1p:g2s:g2p:g3p
visited,visit.V
visiting,visit.V
visitors,visitor.N
visits,visit.V::g3s
visit,visit.V::g1s:g1p:g2s:g2p:g3p
vis,vis.N
vital,vital.ADJ
vitamin,vitamin.N
vivisection,vivisection.N
voice,voice.V::g1s:g1p:g2s:g2p:g3p
volume,volume.V::g1s:g1p:g2s:g2p:g3p
vulgarity,vulgarity.N
wages,wage.V::g3s
wage,wage.V::g1s:g1p:g2s:g2p:g3p
waited,wait.V
waiting,wait.V
wait,wait.V::g1s:g1p:g2s:g2p:g3p
waive,waive.V::g1s:g1p:g2s:g2p:g3p
waiving,waive.V
wake,wake.V::g1s:g1p:g2s:g2p:g3p
walked,walk.V
walking,walk.V
walks,walk.V::g3s
walk,walk.V::g1s:g1p:g2s:g2p:g3p
walls,wall.V::g3s
wall,wall.V::g1s:g1p:g2s:g2p:g3p
wanted,want.V
wants,want.V::g3s
want,want.V::g1s:g1p:g2s:g2p:g3p
wardrobe,wardrobe.N
wards,ward.V::g3s
ward,ward.V::g1s:g1p:g2s:g2p:g3p
warmer,warmer.N
warmest,warm.ADJ
warming,warm.V
warmly,warmly.ADV
warms,warm.V::g3s
warmth,warmth.N
warm,warm.ADV
warns,warn.V::g3s
warn,warn.V::g1s:g1p:g2s:g2p:g3p
war,war.V::g1s:g1p:g2s:g2p:g3p
washed,wash.V
washing,wash.V
wash,wash.V::g1s:g1p:g2s:g2p:g3p
wasted,waste.V
waste,waste.V::g1s:g1p:g2s:g2p:g3p
was,wasbe.V::1s:3s
watch,watch.V::g1s:g1p:g2s:g2p:g3p
watered,water.V
waterfalls,waterfall.N
watertight,watertight.ADJ
water,water.V::g1s:g1p:g2s:g2p:g3p
ways,way.N
way,way.ADV
weakening,weaken.V
weaker,weak.ADJ
weakness,weakness.N
weak,weak.ADJ
wealthy,wealthy.ADJ
wear,wear.V::g1s:g1p:g2s:g2p:g3p
weather,weather.V::g1s:g1p:g2s:g2p:g3p
wedding,wed.V
wednesday,wednesday.N
weekdays,weekdays.ADV
weekend,weekend.V::g1s:g1p:g2s:g2p:g3p
weekly,weekly.ADV
weeks,week.N
week,week.N
weighing,weigh.V
weights,weight.V::g3s
weight,weight.V::g1s:g1p:g2s:g2p:g3p
weigh,weigh.V::g1s:g1p:g2s:g2p:g3p
welches,welch.V::g3s
welch,welch.V::g1s:g1p:g2s:g2p:g3p
welfare,welfare.N
well,well.ADV
went,wentgo.V
wen,wen.N
were,werebe.V::1p:2s:2p:3p
west,west.ADV
wether,wether.N
wet,wet.V::g1s:g1p:g2s:g2p:g3p
we,we.PRO
whatever,whatever.PRO
what,what.PRO
whenever,whenever.ADV
when,when.ADV
wherein,wherein.ADV
wherever,wherever.ADV
where,where.ADV
whichever,whichever.PRO
which,which.PRO
whish,whish.V::g1s:g1p:g2s:g2p:g3p
white,white.N
whole,whole.N
whom,whom.PRO
whose,whose.PRO
who,who.PRO
why,why.ADV
wider,wide.ADJ
wide,wide.ADV
wife,wife.N
wildly,wildly.ADV
wild,wild.ADV
willing,will.V
will,will.V::g1s:g1p:g2s:g2p:g3p
windmills,windmill.V::g3s
window,window.V::g1s:g1p:g2s:g2p:g3p
wind,wind.V::g1s:g1p:g2s:g2p:g3p
windy,windy.ADJ
wine,wine.V::g1s:g1p:g2s:g2p:g3p
winter,winter.V::g1s:g1p:g2s:g2p:g3p
wintery,wintery.ADJ
win,win.V::g1s:g1p:g2s:g2p:g3p
wire,wire.V::g1s:g1p:g2s:g2p:g3p
wisdom,wisdom.N
wiser,wise.ADJ
wise,wise.V::g1s:g1p:g2s:g2p:g3p
wished,wish.V
wishes,wish.V::g3s
wishing,wish.V
wish,wish.V::g1s:g1p:g2s:g2p:g3p
withdrawn,withdraw.V
witty,witty.ADJ
wit,wit.N
wobbly,wobbly.ADJ
woman,woman.N
women,woman.N
wondered,wonder.V
wonderfully,wonderfully.ADV
wonderful,wonderful.ADJ
wondering,wonder.V
wonders,wonder.V::g3s
wonder,wonder.V::g1s:g1p:g2s:g2p:g3p
wont,wont.V::g1s:g1p:g2s:g2p:g3p
won,win.V
wood,wood.V::g1s:g1p:g2s:g2p:g3p
woodwork,woodwork.N
worded,word.V
words,word.V::g3s
word,word.V::g1s:g1p:g2s:g2p:g3p
worked,work.V
